source,target,sign
ABL1,AHSA1,1
ABL1,APBB1,1
ABL1,CASP9,1
ABL1,CAV1,1
ABL1,CDK5,1
ABL1,CRK,-1
ABL1,DDX5,1
ABL1,EPHB2,1
ABL1,ERCC6,1
ABL1,GRAP,1
ABL1,GRB2,-1
ABL1,HSPA1A,1
ABL1,MAP2K6,1
ABL1,MAP3K1,1
ABL1,MDM2,-1
ABL1,MET,1
ABL1,MTOR,1
ABL1,PDGFRB,1
ABL1,PPARG,1
ABL1,PRKDC,-1
ABL1,RACK1,1
ABL1,RB1,-1
ABL1,SHC1,1
ABL1,STAT3,1
ABL1,STK3,1
ABL1,STK4,1
ABL1,UBE3A,-1
ABL1,VAV1,1
ABL1,parent_of_ACTB1,1
ABL1,parent_of_TP53-1,-1
ACAA2,BNIP3,-1
ACTB,ABL1,-1
ACTB,parent_of_ACTB1,1
ADAM12,PIK3CA,1
ADAM23,ITGA5,1
AFAP1L2,PIK3CA,1
AGT,LRP2,1
AGT,parent_of_AGT1,1
AHSA1,HSP90AA1,1
AHSA1,HSP90AB1,1
AKAP8,HDAC3,1
AKT1S1,parent_of_MTOR-1,-1
ALDH2,HDAC3,1
AMH,AMHR2,1
ANK3,parent_of_PRKCA1,1
APAF1,CASP9,1
APBB1,parent_of_HDAC11,1
APEX1,EGR1,1
APEX1,TP53,1
APEX1,TXN,1
APIP,APAF1,-1
APLF,PARP1,1
AR,FOXO1,-1
AR,KRT18,1
AR,PMAIP1,1
AR,parent_of_NR3C1-1,1
AREL1,DIABLO,-1
AREL1,HTRA2,-1
ARHGEF6,PAK1,1
ARHGEF6,RAC1,1
ASB2,parent_of_MAP2K41_____MAP2K71,-1
ASB9,parent_of_ACTB1,-1
ASXL1,NCOA1,1
ASXL1,PPARG,-1
ASXL2,PPARG,1
ATG101,ATG13,1
ATG13,RB1CC1,1
ATG4A,parent_of_SQSTM11,1
ATG7,MAP1LC3B,1
ATG7,parent_of_SQSTM11,1
ATRX,ZBED1,1
BAD,BCL2L1,-1
BAD,BCL2L2,-1
BAD,TP53,1
BAD,parent_of_APAF11_____CASP91,1
BAG2,RAF1,1
BAG5,HSPA1A,-1
BAK1,BAD,-1
BAK1,BAX,1
BAK1,DIABLO,1
BAK1,HTRA2,1
BAK1,parent_of_APAF11_____CASP91,1
BAX,APAF1,1
BAX,BAD,-1
BAX,CASP12,1
BAX,COX5B,1
BAX,DIABLO,1
BAX,HTRA2,1
BAX,parent_of_APAF11_____CASP91,1
BCAR3,PIK3CA,1
BCL2L1,APAF1,-1
BCL2L1,BAK1,-1
BCL2L1,BAX,-1
BCL2L1,CASP9,-1
BCL2L2,BAK1,-1
BCL2L2,BAX,-1
BCL2L2,parent_of_BCL2L1-1,-1
BCL3,HDAC1,1
BCL3,HDAC3,1
BCL3,NFKB2,1
BCL6,TP53,-1
