"TR:SU2CLCMDA1444:CellLine","TR:SU2CLCDFC1004:CellLine","TR:SU2CLCMGH1148:CellLine","TR:SU2CLCUCD1143:CellLine","TR:SU2CLCMGH1414:CellLine","TR:SU2CLCDFCDF0241:CellLine","TR:SU2CLCMDA1563:CellLine","TR:SU2CLCMGH1163:CellLine","TR:SU2CLCDFCDF0033:CellLine","TR:SU2CLCDFC1539:CellLine","TR:SU2CLCCLENIVO10:CellLine","TR:SU2CLCMGH1169:CellLine","DA:ALL","TR:ARAF","TR:AREL1","TR:AXIN1","TR:BAG2","TR:BIRC6","TR:DUSP6","TR:GIT1","TR:GOLGA7","TR:KPNB1","TR:LTA","TR:parent_of_CDK5RAP21","TR:parent_of_CREBBP-1","TR:parent_of_EIF4E1","TR:parent_of_MYC1","TR:parent_of_STK31_____STK41","TR:PLPPR1","TR:PRPF19","TR:RAPGEF3","TR:RASSF6","TR:RBL2","TR:TRAF7","TR:ASB9","TR:BIRC7","TR:CAMK4","TR:CDON","TR:GADD45B","TR:LTB","TR:parent_of_ABL11","TR:parent_of_BRCA1-1","TR:parent_of_MYC-1","TR:parent_of_RPA1-1_____RPA2-1","TR:PIAS3","TR:RASSF1","TR:TAGLN2","TR:TAOK1","TR:BMF","TR:GHR","TR:IL4","TR:IL6","TR:parent_of_CSF2RA1_____CSF3R1","TR:parent_of_GNAI11_____GNAI21_____GNAI31_____JAK31","TR:parent_of_IL6ST1_____LIFR1","TR:PYCARD","TR:SPAG9","TR:NME1","TR:SPRY4","TR:ERBIN","TR:RNF149","TR:SIRT1","TR:EIF4EBP2","TR:CLK4","TR:FAM83G","TR:SMURF1","DV:ABL1","DV:ACTB","DV:ARF1","DV:BAK1","DV:BAX","DV:BCAR1","DV:BCL2","DV:BCL2L1","DV:BCL2L2","DV:BRAF","DV:BRCA1","DV:BRIP1","DV:CBL","DV:CDK5RAP2","DV:CHUK","DV:CREB1","DV:CREBBP","DV:CSF3R","DV:DIABLO","DV:EIF4E","DV:EIF4EBP1","DV:EP300","DV:ESR1","DV:FOXO1","DV:HDAC3","DV:HDAC5","DV:HRAS","DV:HTRA2","DV:IL13RA1","DV:IL4R","DV:IL6ST","DV:JAK2","DV:JAK3","DV:LATS1","DV:LIFR","DV:LTBR","DV:LYN","DV:MAP2K2","DV:MAP2K3","DV:MAP3K1","DV:MAP3K3","DV:MAP3K7","DV:MAPK14","DV:MCL1","DV:MET","DV:MINK1","DV:MTOR","DV:MYC","DV:NCOR1","DV:NCOR2","DV:NRAS","DV:parent_of_BAX-1","DV:parent_of_BRAF1","DV:parent_of_HRAS1_____KRAS1_____NRAS1","DV:parent_of_HRAS1_____NRAS1","DV:parent_of_LATS11_____LATS21","DV:parent_of_MAPK11_____MAPK31","DV:parent_of_RAF11","DV:PMAIP1","DV:PTPRC","DV:RAF1","DV:RAPGEF1","DV:RPA1","DV:RUNX2","DV:SMAD3","DV:SMAD6","DV:SMARCA4","DV:STK3","DV:STK4","DV:SYN1","DV:TRIM28","DV:WDR62","DV:WWTR1","DV:CSNK2A1","DV:LATS2","DV:MAP3K4","DV:parent_of_ACTB1","DV:parent_of_BRCA11","DV:RPA2","DV:SMAD1"
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,1,10,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.762471215925199,0.207050153166788,0.358329145489086,0.147950606409669,0.147950606409669,0.704676883179078,0.284091630572351,0.40323783032522,1,0.783516887129717,0.207050153166788,NA,NA,0.58606160840763,0,0.754377282068603,0,NA,0.370015688815498,0.186124761688983,0.524995820495941,0.284233088143984,0.911090896828727,0.320524233160148,0.924555354482115,NA,0.645613452867691,0.353855751291279,0.361761108713598,0.363472727479849,NA,NA,0.363472727479849,0.622946402371583,NA,NA,0.659611294704385,0.728841066686345,0.198569917690248,0.476369992441133,0,0.729958731761475,0.284233088143984,0.284091630572351,0.735488242956496,0.31183631626605,0.370716486358715,0.0624925973797874,0.320524233160148,0.783793032201918,0.645613452867691,0.880373370872538,0.772910854174154,0.646596987488322,0.729889663187199,0.925544413330515,0.61299111421646,0.83083041655752,0.597515786288362,0.346610246605523,0.844036579841017,0.641144483586367,0.343639996023277,0.342286519683128,0.268002761475482,0.71624508732878,1,0.337813407709831,0.127500273739038,0.229254117769107,NA,0.380223178060607,0.0115129519392316,0.228971659858547,0.957014993709183,0,0.229254117769107,0.229254117769107,0.206307502486962,0.31183631626605
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0.170911021013872,0.762173207956809,NA,1,1,0.377880589621615,NA,0.236367379206375,0,0.646217137367449,0.762173207956809,0.729679351962444,0.789546433216262,1,NA,0.287095434078226,0.287095434078226,0.366706448687275,1,0.0205603693584431,0.881905749128291,0.319490261496108,0.92650749954103,0.403139635436488,0.319490261496108,0.796011864019724,0.260567498223228,0.982835841161589,0.366706448687275,0.665729234830964,0.366706448687275,NA,0.758240401284366,0.287095434078226,0.366706448687275,0.129354241194135,0.374377137763213,0.604306062095792,NA,0.307988864312693,0.634574152128381,0.307988864312693,0.145512136693337,NA,0.794677968298276,0.0952516675263057,0.700746333623452,0.884104883722818,0.287095434078226,0.287095434078226,NA,0,0.635892951483476,0.333572043218407,0.380632709756931,0.534444038552112,0.604306062095792,0.585858513891069,0.696808382073564,0.889995911618499,0.621612379020969,0.474008489340865,0.824520338430961,0.356492813494777,0.195792020406492,0.621612379020969,0.347588293421503,NA,0.590216680789766,0.729679351962444,0.822210078516438,0.82962925700085,0.737407554057126,0.0660591702157747,0.712307733238261,0.296479006080171,0.729679351962444,0.729679351962444,0.707901519896191,0.261970760859656
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0.184292747278574,0.823584326152407,0.618246222042383,0.613199440813655,0.613199440813655,0,0.550311191996703,0.577548128870796,0.306715471814225,0.240048772055085,0.823584326152407,0.53307838471046,0.403903379009636,0.969825635201554,0.611796463145231,1,1,0.442044374945587,0.245009252701342,1,0,0.78153376994533,0,0.744881601720711,0.412555511296293,0,0.351391106551571,0.648075659671763,0.442044374945587,0.387706224652983,0.442044374945587,0.403903379009636,0.387706224652983,0,0.442044374945587,0.226050943398525,0.403903379009636,0.328874314967363,1,0.275304749683499,0.615999379583364,0.417079613059888,0.933814746293058,0.550311191996703,0.442044374945587,1,0.987253992315962,1,0.403903379009636,0.403903379009636,0.351391106551571,0.384588587958988,0.297646960069565,0.212528190382337,0.301902770770961,0,0.328874314967363,0.3752667512048,0.456757832966281,0.502513800234364,0.343418067301442,0.381250079575337,0.696528503296748,1,1,1,0.432356124624261,0,0.398990446719152,0.699359249431926,0.352617833573479,0.682209557642439,1,0.234353888230265,0,0.41027089288967,0.699359249431926,0.699359249431926,0.691927509339791,0.542737475671094
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,1,0,0,0,0,10,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.946099028820234,0.0765258173484595,0.131458396706216,0.462613743009989,0.330154886330712,NA,NA,0.59950532086356,0.671494786513516,1,0.104020567920525,0,0,0.310066446822958,0.275062312754667,0.604951775335779,NA,0.715179105668836,0,0.51972923491842,0.462913357385645,0.709845757516415,0.50898878422772,0.530525295773464,0.640833940411541,0.388834886846696,0.810170950285939,0.189135318498722,0.613851583150786,0.600331478062434,0.5888741268921,0.526546168716635,NA,0.424734183729162,0.715179105668836,0.515053741434811,0.795951419791367,0.843331773350898,0.833541133768818,0.651225270455606,0.71180121024384,0.604514348488842,0.769755417470594,NA,NA,0.833541133768818,0.902718916752746,NA,0.473866211705344,0.584692356698274,0.810170950285939,0.671494786513516,1,0.803579376780815,0.960008332512601,0.238741482640915,0.843331773350898,0.887525777451224,0.327948791436674,0.570149216617035,0.894670941136005,0.803333410317142,0,1,NA,1,0,0.238741482640915,0.407712246495751,0.0754715109604394,0.44696505294605,0.465670398464148,0.610668917382514,1,0.414137515743116,0.974107854158215,0.0754715109604394,0.102909403669987,0.0875442989048083,1
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0.452297266095306,0.456037961770363,0.30963029051183,0.821657512186552,0.397876664474919,NA,0.72269758411312,0.564367057793873,0,0.361576993314944,0.618350764634439,1,0.820210405994425,0.730655947314742,0.202612178634639,0.619627703159422,0.293809278727685,0.311351590919836,0.660664438706844,0.0494149360568927,0.816473101694577,0.53133178869322,0.206863497431816,0.909310326207853,0.499613382229369,0.5,0.619627703159422,0.799143434544967,0.619627703159422,0.676338313754759,0.560767571382099,0.901866369378663,0.619627703159422,0.867593075376827,0.678537825715372,0.648839326555889,0.117996649479422,0.630458686926876,0.957936953666731,0.782217583916548,0.390030445885173,0.397876664474919,0.55893458716886,0.313384004225888,0.606284572078269,0.596022157522569,0.262319657276774,0.262319657276774,0.499613382229369,0.70684504659788,NA,0.392277763771854,NA,0.996915275460129,NA,NA,NA,0.557883064235838,NA,NA,0.0338641108546837,0.312888967895026,0.388093228495433,0.173280131467581,0.61986209905385,0.814514555351712,0.895035800088344,0.0654800604906048,0,1,0.18495464817948,0.14543010617161,0.901866369378663,1,0.0654800604906048,0.0508123730356263,0.0412346634070314,0.131368983515565
