"TR:SU2CLCMDA1444:CellLine","TR:SU2CLCDFC1004:CellLine","TR:SU2CLCMGH1148:CellLine","TR:SU2CLCUCD1143:CellLine","TR:SU2CLCMGH1414:CellLine","TR:SU2CLCDFCDF0241:CellLine","TR:SU2CLCMDA1563:CellLine","TR:SU2CLCMGH1163:CellLine","TR:SU2CLCDFCDF0033:CellLine","TR:SU2CLCDFC1539:CellLine","TR:SU2CLCCLENIVO10:CellLine","TR:SU2CLCMGH1169:CellLine","DA:ALL","TR:ARAF","TR:AREL1","TR:AXIN1","TR:BAG2","TR:BIRC6","TR:DUSP6","TR:GIT1","TR:GOLGA7","TR:KPNB1","TR:LTA","TR:parent_of_CDK5RAP21","TR:parent_of_CREBBP-1","TR:parent_of_EIF4E1","TR:parent_of_MYC1","TR:parent_of_STK31_____STK41","TR:PLPPR1","TR:PRPF19","TR:RAPGEF3","TR:RASSF6","TR:RBL2","TR:TRAF7","TR:ASB9","TR:BIRC7","TR:CAMK4","TR:CDON","TR:GADD45B","TR:LTB","TR:parent_of_ABL11","TR:parent_of_BRCA1-1","TR:parent_of_MYC-1","TR:parent_of_RPA1-1_____RPA2-1","TR:PIAS3","TR:RASSF1","TR:TAGLN2","TR:TAOK1","TR:BMF","TR:GHR","TR:IL4","TR:IL6","TR:parent_of_CSF2RA1_____CSF3R1","TR:parent_of_GNAI11_____GNAI21_____GNAI31_____JAK31","TR:parent_of_IL6ST1_____LIFR1","TR:PYCARD","TR:SPAG9","TR:NME1","TR:SPRY4","TR:ERBIN","TR:RNF149","TR:SIRT1","TR:EIF4EBP2","TR:CLK4","TR:FAM83G","TR:SMURF1","DV:ABL1","DV:ACTB","DV:ARF1","DV:BAK1","DV:BAX","DV:BCAR1","DV:BCL2","DV:BCL2L1","DV:BCL2L2","DV:BRAF","DV:BRCA1","DV:BRIP1","DV:CBL","DV:CDK5RAP2","DV:CHUK","DV:CREB1","DV:CREBBP","DV:CSF3R","DV:DIABLO","DV:EIF4E","DV:EIF4EBP1","DV:EP300","DV:ESR1","DV:FOXO1","DV:HDAC3","DV:HDAC5","DV:HRAS","DV:HTRA2","DV:IL13RA1","DV:IL4R","DV:IL6ST","DV:JAK2","DV:JAK3","DV:LATS1","DV:LIFR","DV:LTBR","DV:LYN","DV:MAP2K2","DV:MAP2K3","DV:MAP3K1","DV:MAP3K3","DV:MAP3K7","DV:MAPK14","DV:MCL1","DV:MET","DV:MINK1","DV:MTOR","DV:MYC","DV:NCOR1","DV:NCOR2","DV:NRAS","DV:parent_of_BAX-1","DV:parent_of_BRAF1","DV:parent_of_HRAS1_____KRAS1_____NRAS1","DV:parent_of_HRAS1_____NRAS1","DV:parent_of_LATS11_____LATS21","DV:parent_of_MAPK11_____MAPK31","DV:parent_of_RAF11","DV:PMAIP1","DV:PTPRC","DV:RAF1","DV:RAPGEF1","DV:RPA1","DV:RUNX2","DV:SMAD3","DV:SMAD6","DV:SMARCA4","DV:STK3","DV:STK4","DV:SYN1","DV:TRIM28","DV:WDR62","DV:WWTR1","DV:CSNK2A1","DV:LATS2","DV:MAP3K4","DV:parent_of_ACTB1","DV:parent_of_BRCA11","DV:RPA2","DV:SMAD1"
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,0,0,1,10,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.762471215925199,0.207050153166788,0.358329145489086,0.147950606409669,0.147950606409669,0.704676883179078,0.284091630572351,0.40323783032522,1,0.783516887129717,0.207050153166788,NA,NA,0.58606160840763,0,0.754377282068603,0,NA,0.370015688815498,0.186124761688983,0.524995820495941,0.284233088143984,0.911090896828727,0.320524233160148,0.924555354482115,NA,0.645613452867691,0.353855751291279,0.361761108713598,0.363472727479849,NA,NA,0.363472727479849,0.622946402371583,NA,NA,0.659611294704385,0.728841066686345,0.198569917690248,0.476369992441133,0,0.729958731761475,0.284233088143984,0.284091630572351,0.735488242956496,0.31183631626605,0.370716486358715,0.0624925973797874,0.320524233160148,0.783793032201918,0.645613452867691,0.880373370872538,0.772910854174154,0.646596987488322,0.729889663187199,0.925544413330515,0.61299111421646,0.83083041655752,0.597515786288362,0.346610246605523,0.844036579841017,0.641144483586367,0.343639996023277,0.342286519683128,0.268002761475482,0.71624508732878,1,0.337813407709831,0.127500273739038,0.229254117769107,NA,0.380223178060607,0.0115129519392316,0.228971659858547,0.957014993709183,0,0.229254117769107,0.229254117769107,0.206307502486962,0.31183631626605
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.455353814443679,0.627095673866873,0.311646169561129,NA,NA,0.647095101548037,0.699390151671021,0.594646110898766,NA,0.432159382110659,0.627095673866873,0.677796841525164,0.739585047849647,1,0.634588331543807,0.703752308131853,0.455353814443679,0.0414114106252561,0.0835326393919567,0.352372635567582,0.625541019576569,0.455353814443679,0.635809966892199,0,0.490206067198409,0.604135482007354,0.644574085814097,NA,0.156952200501842,0.00398878769268618,0.225133438028027,0.322877802766518,0.400240770090716,0.429169831053891,0.0414114106252561,0.87881822082587,0.575426443832415,NA,0.381374441130599,0.528737055177325,0.736783044697324,0.778567914187948,0.462303105004359,0.699390151671021,0.644574085814097,0.381374441130599,NA,0.352372635567582,0.420897301664657,NA,0.605893160648014,NA,0.425674078520195,0.696526592493437,0.696526592493437,0.6263292501769,NA,0.902200116387182,0.233727467268542,NA,0.835978020548781,0.361696510964688,0.785048173450787,0.372391865532364,0.439882321749841,0.528840984915158,1,0.171149755881713,0.295243208499118,0.677796841525164,0.582482443283533,1,0.352372635567582,0,0.851482388168431,0.362437284362421,0.677796841525164,0.677796841525164,0.68009861539292,0.424825076600428
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0.184292747278574,0.823584326152407,0.618246222042383,0.613199440813655,0.613199440813655,0,0.550311191996703,0.577548128870796,0.306715471814225,0.240048772055085,0.823584326152407,0.53307838471046,0.403903379009636,0.969825635201554,0.611796463145231,1,1,0.442044374945587,0.245009252701342,1,0,0.78153376994533,0,0.744881601720711,0.412555511296293,0,0.351391106551571,0.648075659671763,0.442044374945587,0.387706224652983,0.442044374945587,0.403903379009636,0.387706224652983,0,0.442044374945587,0.226050943398525,0.403903379009636,0.328874314967363,1,0.275304749683499,0.615999379583364,0.417079613059888,0.933814746293058,0.550311191996703,0.442044374945587,1,0.987253992315962,1,0.403903379009636,0.403903379009636,0.351391106551571,0.384588587958988,0.297646960069565,0.212528190382337,0.301902770770961,0,0.328874314967363,0.3752667512048,0.456757832966281,0.502513800234364,0.343418067301442,0.381250079575337,0.696528503296748,1,1,1,0.432356124624261,0,0.398990446719152,0.699359249431926,0.352617833573479,0.682209557642439,1,0.234353888230265,0,0.41027089288967,0.699359249431926,0.699359249431926,0.691927509339791,0.542737475671094
0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,0,0,1,0,0,0,0,10,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.946099028820234,0.0765258173484595,0.131458396706216,0.462613743009989,0.330154886330712,NA,NA,0.59950532086356,0.671494786513516,1,0.104020567920525,0,0,0.310066446822958,0.275062312754667,0.604951775335779,NA,0.715179105668836,0,0.51972923491842,0.462913357385645,0.709845757516415,0.50898878422772,0.530525295773464,0.640833940411541,0.388834886846696,0.810170950285939,0.189135318498722,0.613851583150786,0.600331478062434,0.5888741268921,0.526546168716635,NA,0.424734183729162,0.715179105668836,0.515053741434811,0.795951419791367,0.843331773350898,0.833541133768818,0.651225270455606,0.71180121024384,0.604514348488842,0.769755417470594,NA,NA,0.833541133768818,0.902718916752746,NA,0.473866211705344,0.584692356698274,0.810170950285939,0.671494786513516,1,0.803579376780815,0.960008332512601,0.238741482640915,0.843331773350898,0.887525777451224,0.327948791436674,0.570149216617035,0.894670941136005,0.803333410317142,0,1,NA,1,0,0.238741482640915,0.407712246495751,0.0754715109604394,0.44696505294605,0.465670398464148,0.610668917382514,1,0.414137515743116,0.974107854158215,0.0754715109604394,0.102909403669987,0.0875442989048083,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,NA,0.883820587153483,0.883820587153483,0.601960375029814,0.604376659378261,0.776237982926964,0,0.25706327535419,0,0,0.304223024572049,0.775372286671157,0.439993971099837,0.397552051897422,0.397552051897422,1,0.342274010917675,0.397552051897422,0.559560437807863,0.397552051897422,0.536261843400872,0.565089689521297,NA,NA,NA,0.721525895221267,1,1,1,0.912911627683641,1,0.0882065814599007,1,0.673092629650892,0.878388972065506,0.255584804427608,NA,NA,0.52425226878161,0.601960375029814,NA,0.604376659378261,0.673092629650892,0.588383558545957,0.645688717382364,0.397552051897422,0.42771196964817,0.379823980473197,NA,0.146647736820539,0.305633127320818,NA,NA,0,0.255584804427608,0.597683562300358,0.469353513821803,0,0.627641948273193,NA,0,NA,0,0.397552051897422,0.291237643005617,0,0,0,0.697058274582437,0.713453921677105,1,0.329068709217863,0.0882065814599007,1,0,0,0,0.391597914145597
